ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value
1644916143290	00fd147326c4435208007b00007600007900008200008500008200007e00006f00007400008700008f00009100009300008c0000960000ae0000ba0000c20000d00000da0000d70000d50000d20000cb0000ba0000a400008c00007100005400003a00002900001f00001f00002400002400002100002400002b00003000003000003200003500003700004100004600004b00004b00004100003f00004800004800003700002e00002b00002900002e00002e00002e00002e00002900002600002e00003000002e00002b00002400001f00002100002600002900002400001f0000210000	1644916144276	66	1644916143289	69	98
1644916143919	00041bdf47c4435208002b00002b00002900002100001000000c00001d00002400001d00001f00001f00001500001500001f00002400001f00001f00002400002600002900002900001f00001800002900004600004d00004b00004300003000002b00003200003500003500003000002b00003000003700003c00003c0000300000300000710000190100ee0100600200bb0100d2ffff6efeffe5feffb0ffffe6ffff2100005000004300004300005400005400005000005700005e00006300006a00006d00006a00006d00007b00008500008a00008f0000930000a20000b50000c40000	1644916145176	66	1644916143312	68	98
1644916144593	0043984b69c443520800d00000da0000d70000d20000d50000d00000bf0000a400008700006800004b00003500001f0000020000f7ffff0200000e00000c00001000001500001500001a00002100002100002900002e00002e00003000003500003c00003c00003a00003c00003c00003500002900001d00001300001a00002100002100002600002400002100002400002900002b00002b00002e00002e00002e00002e00003500003700003500003700003a00003700003c00003f00003a00003a00003c00003f00004100004100003f00003a00003a00003c00003c0000370000300000	1644916146165	65	1644916143313	68	98
1644916145011	004a9eb78ac4435208003200004100005700006300005c00005000004b00004100003c00004100004300004100004300004600004600004800004800004300004800008700002c0100f601005b0200be0100dfffff73feffeefeffc9fffff2ffff1a00005000004100003a00004d00005000005000005700005e00005e00006100006300006800006f00007400007900008000008a0000960000a40000ae0000ba0000c90000d20000da0000da0000d20000c90000ba0000a000008000006300004600002900001a00001000001000001300001500001500001500001a0000240000290000	1644916147157	65	1644916143314	67	98
1644916145583	00871b24acc4435208002900002900002e00002e00002b00003200003700002600001500001f00002e00002e00002b00002e00002b00002900002400001d00001500001300001500001500000e00000c00001300001000000e00001500001a00001d00001a00001500001800002100002400002400002400001f00001f00002600002900002900002600002400002900002e00002e00002e00002b00002400002600002e00003000003000003000002e00003200003a00003700003700003200002e00003000003000002e00003a00004d00005000005200005000004300003a0000320000	1644916148236	64	1644916143314	66	98
1644916146127	008e2190cdc4435208003200003a00003c00003a00003c00003a00003700003a0000320000350000790000120100c701002d020077010085ffff4afeffeafeffb8ffffedffff1f00003f00002b00002b00003c00003f00004100004800004800004800005000005700005900005e00006300006a00007400008000008a00009300009b0000a40000b50000c20000c90000c90000c20000b80000ae00009b00008000005e00003f00002600001500001000000e00000900000700000c00000e00001000001800001800001800001a00001800001800002100002400002400002400001d0000	1644916149181	64	1644916143337	65	98
1644916146664	00cb9efceec4435208001800002400002600001f00001f00001d0000150000040000e8ffffe3fffff7fffffefffff9fffffefffffefffffcffff0000000200000400000700000400000400000700000400000900000c00000900001000001300001300001300000c00000900001300001500001000001300001500001000001500001d00001a00001800001800001a00001f00002100001f00002100001f00001d00002100002600002400002400002400001f00001f00001a00001500002400003a00003f00003500002600001f00001d00001800001a00002100002100001a0000150000	1644916150171	64	1644916143338	64	98
1644916147205	00d2a46810c5435208000e00001500001f0000150000180000630000190100e901003002002f010032ffff47fefffffeffa2ffffd5ffff1500002b00001800001f00002e00002900002600002900002600002e00003a00003c00003c0000410000480000500000590000650000710000790000850000930000a40000b10000b50000b30000ae0000a700009b00008200006300003f00002100000c0000f7ffffebffffebffffe3ffffe3ffffe6ffffe6ffffedfffff4fffff4fffff4fffffcfffffeffff000000040000020000fefffffeffff0900000e00000700000400000e0000130000	1644916151161	62	1644916143346	64	98
1644916147879	001122d531c543520800150000150000090000f4fffff9ffff0900000c00000900000900000900001000001800001800001000000900000c00001800001a00001d00001f00001d00001a00002100002900002600002400002600002600002900002e00003000003000002e00002e00003500003500003200003500003000003000003700003a00003c00003a00003500003000003000003200003200002b00002400003200004b00005700005400004b00003a00003000002900002400002e00003000002900002b00003700003a0000370000320000320000650000080100db01005b0200	1644916152197	62	1644916143357	63	98
1644916148554	0018284153c543520800e5010015000078feffc5feffacffffebffff1a00004800003a00003700004d00004d00004800005000005700005700005900005200004300004d00005e00006500006a00007400007e00008a0000930000a00000ae0000ba0000bf0000bf0000bf0000ba0000ae00009800007600005000002b0000130000020000f0ffffe8ffffebffffedfffff2fffff4fffff7fffffcffff000000000000fefffff4fffff9ffff0700000900000c00001300001800001800001d00001f00001f00002100002100001f00002100002100001a00001300001500001800001a0000	1644916153231	62	1644916143358	62	98
