ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value
1644311959652	00d37c727c0e46520800940500c61100f61c006c21000b2500c22900972c008a2e00e13000a63200b93300b83400b03500743600093700a83700533800df38006a3900023a00603a008e3a00e53a004f3b00813b00af3b00ed3b000d3c00163c00203c002f3c004b3c005a3c003b3c00143c00013c00f23b00e63b00e13b00b63b00623b003b3b00323b00e23a00973a00783a002b3a00de3900b739007e3900353900f73800aa38004c3800f73700be37008637002f3700cf3600803600303600de3500a73500683500e63400693400253400d333007333002b3300d43200613200f43100	1644311959208	61	1644311959005	92	98
1644311960187	003e61d89d0e46520800a231005c3100fa3000863000283000c52f00592f00152f00e52e00bc2e00742e00c92d002a2d00db2c00752c00022c00b92b00652b00ef2a008a2a00382a00e129008d2900362900d428008b2800a828007329007b2a008c2a003c28000c24005a22005e2400882500d424008e2400892400132400b523007b2300252300ce2200862200392200eb2100ad2100712100262100d920009a20006020002b2000002000d71f00b31f00881f003d1f00f01e00ac1e00581e00e71d00601d00cf1c00381c00a71b00271b00a31a00261a00ca1900871900431900001900	1644311960229	61	1644311959008	92	98
1644311960769	0073ce3dbf0e46520800c61800871800421800001800c717009417006e1700361700db16009716006c1600391600071600cd15007b15003a15001b1500e81400a214006d1400381400fc1300c71300971300621300261300e91200b412007d12004f1200261200f11100bc11008c11005c1100301100051100d51000a710007e10004c1000191000f70f00d30f00970f00620f003e0f001f0f00f80e00c50e00900e006c0e00460e000e0e00ea0d00d70d00c60d00b80d009b0d005c0d00160d00e80c00bd0c008f0c00720c00560c00360c00190c00fa0b00df0b00be0b00920b00710b00	1644311961206	61	1644311959026	90	98
1644311961356	00deb2a3e00e465208006e0b00e70b00380d00ab0e00c30e00080c00b90700b506002509003c0a00e10900110a001f0a00ce0900c40900c609009b09008009008009006d09005509004b09004909003d09003109002f09002f09003309003f09004409004b09005709005709004409003609001e0900d808007c08001c0800b207004a0700f40600a906006306003a06002906001d0600080600eb0500dc0500d50500c40500bd0500ba0500b10500a705009e05009405008505007905007205006605005305004405003d05002c05001c05000f0500fc0400eb0400e20400d60400c70400	1644311962229	61	1644311959028	89	98
1644311961842	00499709020f46520800b60400aa0400a504009904008d04008104007504006c04006404005d04005404003e04002804001a0400040400f10300f603000604001504001f0400130400ea0300c30300b20300ab0300a403009d03009803009303008903008403007b03006f03006a03007b03000604007705000c0700210700370400f7ffff7affff270200160300bc02001303003a0300fe02000a03002603001803001303001a03001803001a03002603003003003503003503004103005b0300780300950300b00300cf0300ec0300020400060400fa0300db0300a90300570300e80200	1644311963204	61	1644311959038	88	98
1644311962429	00b47b6f230f46520800790200250200e80100b401008301007001006e01006b01006b01007001006b01006901007201007a01007a01007f01008b01008b01008101007f01008601008d01008b01008801008801008b01008801007201005d01006401006901005801005101005101004c01004701004501004501004201004001003b01003101003401003d01003d01003401002f01003901003d01002501000401000801001c01002a01004001004c01004c01004c01003d0100150100fc00001001002801002801001c01000d0100fa0000fa0000190100390100470100a00100f10200	1644311964278	61	1644311959051	87	98
1644311963016	001f60d5440f46520800950400990400ac0100d4fdffa6fdff4a0000310100ca0000fa00002101000801001e01002a01002501002f01003401003901003d01004501005601006901007f01007a01007a0100b10100da0100d80100f701002e02005002005c02004902001b0200f20100bd01006b0100060100a800008200007d00004f00002100003400005400004300003200004100004d00004800005100005d00005900006500007300006900006900008600009000006e00005d00008200009700007d00006e00007800007f00007800007800007800006e00006e00007a00007d0000	1644311965206	62	1644311959054	86	98
1644311963551	0054cd3a660f465208006e00006000005900005b00006900007300006e00006c00006e00006900005d00005400004d00004300004300005100004500002100002600003200002400003400005b00006c0000860000a100007800002d00002b00004a00003e00003200004500005100003e00003e00006700007100005b0000710000e700000d02009a03005104006d020037feff77fcffdbfeff7f00001a00002b00008600006700006000008200007a00006e00008900009c00009a0000a10000ad0000b90000cc0000e00000f50000120100310100530100720100920100aa0100b40100	1644311966274	63	1644311959058	84	98
1644311964135	00bfb1a0870f46520800ac01009701007001003b0100e400007f0000320000f4ffffc2ffffa7ffff99ffff92ffff97ffff9effffa0ffffaaffffb8ffffc4ffffc4ffffc2ffffc7ffffd5ffffdfffffe6ffffebffffebffffedfffff0fffff7fffffeffff020000000000fcffff000000090000020000f7fffffeffff020000fefffffeffff020000feffff0000000c00000700000000000400000900000900000700000000000400000900000700000400000700000c00000700000400000400000200000c00001f00002d00003c00004500003200000e0000f4fffff0fffff2fffff2ffff	1644311967201	64	1644311959075	83	98
1644311964673	002a9606a90f46520800f7fffff7fffff9ffff0400000400000000000000001500007f0000bb01007d03004a04005a0200fdfdffe9fbff2bfefff0ffffacffffe4ffff4d00002100001c00004a00004d00004800005900005d00006000006e00007f00008900009c0000b70000cc0000e900000801002801004c01007001008d0100970100940100880100640100280100d30000780000280000ebffffbbffffa0ffff92ffff88ffff86ffff8affff8fffff99ffffa5ffffacffffacffffb3ffffbdffffc2ffffc4ffffc9ffffd3ffffd8ffffdcffffdfffffe4ffffe8ffffe6ffffe1ffff	1644311968225	65	1644311959080	82	98
1644311965205	005f036cca0f46520800e6ffffe4ffffe4ffffe6ffffe8ffffe8ffffe6ffffdcffffd3ffffdaffffe6ffffe4ffffe4fffff0fffff4fffff0ffffe6fffff2ffff130000100000d5ffffbbffffedfffffeffffe1ffffedffff020000f7ffffebffffedffffe8fffff4ffff1500003400003c00002d00001a0000090000000000000000020000fefffff7fffff0fffff9ffff070000090000040000000000100000780000a701004b0300ff0300050200cafdff1efcff97feff390000d0ffffe1ffff3200000c00000700003400003900002b00003e00005b00005d00006000006900006e0000	1644311969250	65	1644311959095	81	98
1644311965789	00cae7d1eb0f46520800840000ab0000c00000cf0000e900001501003401003901004501006601006601004201002801000b0100c30000510000e4ffffafffff9bffff88ffff81ffff83ffff7effff75ffff75ffff86ffff97ffff9effffa5ffffb1ffffbbffffc4ffffc4ffffaaffffa7ffffc9ffffd5ffffd0ffffdcffffe1ffffdfffffe6ffffd8ffffc4ffffd3ffffe6ffffdfffffd0ffffd8ffffdaffffd5ffffd5ffffd8ffffd5ffffdcffffe1ffffdfffffe6ffffedffffe4ffffe1ffffebfffff9fffff2ffffdcffffe1ffffe8ffffe6ffffebfffff0fffff0fffff7ffff020000	1644311970225	65	1644311959104	80	98
1644311966423	0035cc370d1046520800fcffffe4fffff0fffff4ffffd0ffffc7ffffdaffffdcffffe8ffff0900001f00001a0000070000ebffffdaffffe1ffffe4ffffdaffffdcffffe4ffffe1ffffedfffff7fffffeffff040000feffff3e00006401000e0300db030049020054feff20fcff37feff2b0000d8ffffc9ffff390000130000f2ffff2b00003000000e00002600005600005900003c00004100006500007800007f00009a0000c50000e70000f500000801002f01005d01006e01005a01004201003601000401009a00004500001a0000e4ffffaaffff8fffff81ffff72ffff69ffff6effff	1644311971248	64	1644311959128	79	98
1644311966911	00a0b09d2e10465208007affff7cffff81ffff99ffffa7ffffa3ffff94ffff99ffffaaffffbdffffc4ffffbbffffbfffffd8ffffd5ffffc2ffffc2ffffc4ffffbbffffb8ffffc9ffffc7ffffafffffafffffbfffffb8ffffacffffbbffffd5ffffceffffafffffa5ffffb8ffffc7ffffbfffffbfffffc4ffffbdffffbfffffceffffccffffbfffffb6ffffb3ffffbfffffc2ffffc2ffffbbffffb3ffffc9ffffdcffffd5ffffd0ffffdfffffebffffdfffffb8ffffacffffd3ffffebffffe6ffffd8ffffceffffe1ffff0c00001f0000130000020000f2ffffdfffffd8ffffdfffffe6ffff	1644311972224	64	1644311959132	78	98
1644311967496	006f5903501046520800dfffffd3ffffe1fffffcfffffeffffedffffe4ffffedffff2400000b0100bc0200fa030016030040fffffcfbff57fdffc4ffffc4ffff92ffff260000390000d8ffffd0ffff1500002b00002800003400002b00002800005900006c00004f00005900009c0000be0000b90000e000002301003101002101002801004201004e0100310100f30000b20000760000260000c7ffff86ffff83ffff8affff66ffff42ffff49ffff64ffff6effff70ffff70ffff7cffff88ffff8affff97ffffa7ffff99ffff8affffaaffffbdffffa0ffffa3ffffc9ffffdaffffbdffff	1644311973247	64	1644311959138	78	98
