ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value
1644427582620	001db53af03045520800d3ffffb6ffffb6ffffc7ffffd3ffffd8ffffccffffd1ffffe6ffffe4ffffd1ffffcaffffd1ffffdaffffe6ffffedfffffcffff0400000900000b0000020000feffff0b00001700001500001700003200003b00001f00001000001c00001c00000e00000200000200000b00001500001c00003200008a00009d01006a0300840400e2020055fffff5fdff50ffff000000b9ffffe9ffff2100000400000900002f00003400002a00003b00006100008800009100008f0000a70000cb0000e20000ea0000ff00002101004001004901002a0100100100fa0000cd0000	1644427582709	101	1644427582467	26	97
1644427583207	0008f9a7113145520800a400007c00005d0000510000280000f2fffff2ffff0200000400000700000b00000b00000e0000170000230000260000170000020000feffff000000fefffff5fffff0ffffe9ffffe9fffff7ffff0b00001a00001500000b00000b0000230000390000360000210000070000000000130000150000150000280000340000390000660000190100a802005d0400130400de00001cfeffadfefff2ffffddffffdaffff2f00002a00001500002f00003e00003600004500005500006100007e00008f0000960000ae0000d90000ff00001201003b01005c0100400100	1644427583657	101	1644427582479	23	97
1644427583657	00391515333145520800170100100100f60000c60000a40000800000510000320000170000f5ffffddffffdfffffe9ffffedffffedfffffcffff070000fefffff0fffff2fffff9fffff2ffffe9ffffebfffff5fffff7fffffcffff0000000000000900000e00000900000b00001c00002a0000230000170000130000070000fcfffffeffff0200000900001700002100003200006d00004e0100240300ac0400710300b2ffffd6fdff1effffe6ffff8effffc5ffff100000f7fffffcffff2100001f00001700002800004000005a00007000007e00008f0000a70000c60000ec00001c0100	1644427584690	102	1644427582492	21	97
1644427584195	00e08082543145520800380100360100280100190100fa0000c80000910000660000400000210000090000edffffd8ffffd1ffffceffffd6ffffe6ffffedfffff2fffffcfffffcfffff9fffffcfffff9fffff7fffff9fffffcfffff9fffff9fffff7fffff0fffff0fffff7fffff5ffffe6ffffddffffe4fffff2fffff5fffff5fffff9fffffcfffff9fffffcffff0000000000000e0000230000390000940000b701008203005d0400650200f3fefffafdff52ffffcaffff87ffffd3ffff130000f9fffffeffff1a00002800004200005100004c00004c00005500006900008000009d0000	1644427585679	102	1644427582503	20	97
1644427584958	003589ef753145520800bc0000d60000fd00002301002a0100210100040100de0000ba00009100007200005800002d0000020000e6ffffd6ffffd3ffffebffff070000000000ebfffff0ffff0200000b00000700000b0000130000020000edffffe9ffffe4ffffe6ffffe9ffffddffffddfffff5ffff0200000200001300002d00004500004a00003e00003900002800001000001300001c00001300001700002300002a0000550000190100d80200aa0400450400db00000dfeffadfeffe6ffffbbffffb9ffff1a00000b0000f2ffff1500002800002300002a00003900004a00005f0000	1644427586715	102	1644427582513	18	97
1644427585415	0000e15c973145520800790000940000ab0000bc0000d40000ff00002f01004001003801004201004901002c0100f60000c600009100004e00003200003e0000230000f9fffffeffff0e0000070000f9fffff5ffff0900002600002300000b00000400000e00000e00000b00001000000b00001000002800002f00002300001a00001c00002600003900003e00003200002a00002800001500000900000b00000b00001300002300003b00006b0000190100bb02008104000f0400b500001efeffd4feffebffffabffffa8fffffeffff0700000e00002300002600003600004c0000530000	1644427587659	102	1644427582514	18	97
1644427585907	000d11cab831455208005d00007500008c0000a20000c30000e70000fd00001701003d0100530100500100440100250100f30000c100009400005d00002a0000100000d8ffff9cffffa8ffffc2ffffb4ffffc2ffffebffffdfffffc7ffffddfffff0fffff2fffff5fffff2ffffebffffedffffe9ffffdaffffdaffffddffffd8ffffdfffffedfffff0fffff7ffff0700001700001c00000b0000f7ffffebffffebffffedfffff0fffff7fffffeffff070000230000850000a60100970300d0040003030046fffffafdff50ffffcaffff7bffffc5fffff9ffffd1ffffdafffffefffffcffff	1644427588694	102	1644427582524	18	97
1644427586493	001c4137da31455208000200002a00004a00004000003600004e0000750000850000a00000d90000060100150100150100100100040100e70000cd0000c100009d00005500001c0000070000040000f7ffffe4ffffe4ffffebfffff0fffff0fffff0fffff2ffffebffffdfffffdfffffe6ffffe1ffffd6ffffddffffdfffffd6ffffd3ffffdaffffd1ffffbeffffbeffffceffffcaffffcaffffd6ffffdffffff2ffff040000000000f9fffffefffffcffff0000001000001300001000001c00002d0000470000e000007b02004f04004f04005f01004bfeff68feffccffffd8ffffabffff	1644427589683	102	1644427582535	18	97
1644427587078	008f35a4fb3145520800f7ffff0900000200002800003900002a00002d00004200005100005300005f00007c0000a00000bc0000e000000b01002801003801004901004001001e0100040100ee0000c800009400005d00003b00002800000e0000040000170000150000f9ffffebfffff9ffff020000000000090000130000070000feffff0900001300000700000200000b00000700000000001000002100001a00000e00000e00000b00001000001c00001c00001f00002300001f00000b0000f5fffff0ffff0400001c00001a00001c00002d00004200007700005c01004d0300f90400	1644427590674	100	1644427582546	19	97
1644427587573	0038a1111d3245520800e6030028000001feff19fffff5ffff9affffccffff3900002600000b00002d00003e00002d00002600003b00005d00007500008000008c0000b30000e00000f300000d01004401006101004c01003b01003d0100190100de0000ba00008a0000420000100000f9ffffe9ffffdfffffdaffffdfffffe9ffffedfffff9ffff0400001300002300002f00002800001f00001f00002100001c00001500001000000e0000040000f9fffff9fffff7fffff5ffff0000000900000e00001a00002800002100001700001f00001300000000000900001c00001500000b0000	1644427591663	99	1644427582557	22	97
