ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value
1644315771675	0013462910864952080088010023ffff860400b51100ff19008e1c009f20006f24002a2600f82700082a007b2b00af2c00f02d00072f00ec2f00c03000a231007132000e3300c33300773400f03400573500b83500fb35003a36004b3600133600d73500ae35008735006d35005c35003d35001d35000d35001d35001d3500dc3400af3400aa3400863400693400663400473400123400e73300b933009033006c33001f3300d73200a932006a32001d3200de3100963100443100fa30009c3000433000fa2f009c2f00432f00f62e008c2e00252e00e62d00992d00342d00e22c00902c00	1644315771183	80	1644315771053	64	93
1644315772213	00ea1890318649520800282c00d22b00892b00432b00022b00b02a00502a000a2a00c229005a2900092900e228007d2800d427007b27006327001b2700c42600882600332600bb2500512500f824009f24004a2400092400d423008323000c2300ac22007c22006d2200ce2200ea2300c82400f92300a62000bf1c005e1c007a1e00311f00e11e00d01e00921e00231e00f51d00ca1d00711d002d1d00041d00bc1c006a1c003f1c001b1c00ed1b00d21b00b31b00881b00721b005a1b001b1b00c71a00751a000e1a00891900fb1800721800fc1700941700311700cf16007816003c1600	1644315772158	81	1644315771056	63	93
1644315772794	00c1ebf65286495208000b1600b715005215000c1500e81400cd14008a14002a14000f14000f1400b113003b13002d13003e1300f11200761200481200591200371200cf11008511006a11004d11002c1100ef1000771000231000251000141000ce0f00840f00470f001f0f00f80e00b90e00930e00800e00460e00130e00110e00bf0d00360d00270d005c0d003d0d00050d00dc0c00970c00620c00810c00880c00190c00c70b00db0b00c30b008e0b00950b00860b002b0b00f60a004d0b007a0b007d0b00c70c008e0e00260e00a60a00bf0600a20600b908003609002c0900a50900	1644315773182	82	1644315771060	62	93
1644315773331	0062475d748649520800a909006609006b09007409006409005309002f09000a09000d09001909001b09002009000d09000309002f09004b0900310900010900b10800510800ff0700a10700350700de06009b06004d0600050600da0500c20500ac05008305005805005f05007705005805003405003b05003d05002a05002505002805001c05000f0500030500f50400f30400f30400e20400c00400aa04009e04008404007004007d04008604006204003204003e0400480400150400f803001c04001f0400ec0300d10300d60300cf0300d40300db0300c30300a90300ab03009a0300	1644315774158	82	1644315771063	62	93
1644315773914	00391ac49586495208007403007b03008e03006503004303006503008403007d03007103005903002903000e03002203002e03001803000003000203000c0300050300f60200ef0200430300580400ae0500000600640400e200007ffeffebffff2c0200960200980200f10200000300de0200e50200e80200dc0200ed0200000300f10200ed02000e0300160300fb02001103006003008703007603007403008c03008c03005e0300180300d00200960200570200220200030200d50100a001009201008f01008601008101007a01007201007701007001006201006901007001005f0100	1644315775179	83	1644315771066	61	93
1644315774451	00da752ab786495208005d01006b01005d01005601006201005f01005101004a01003b01002a01001e0100150100040100040100100100010100f80000120100150100f00000d60000dd0000f80000040100f00000dd0000dd0000e20000ec0000fa0000ff0000fa0000010100f80000d30000c50000dd0000f30000ee0000f000000b01001701000b0100f50000ec0000f30000e70000ca0000cf0000e20000e00000d30000cc0000fa0000e601008703008b04009f030013000080fcff1bfdff9effff2b0000300000cf0000f00000b40000c50000d80000c70000cf0000e20000f00000	1644315776204	82	1644315771071	61	93
1644315775038	00b14891d88649520800ec0000d10000e200002301004c01005f0100a00100dc0100d50100cc0100da0100b80100690100210100db00008600004800002d0000040000ceffffb3ffffb1ffffb1ffffb3ffffbdffffd0ffffd5ffffc7ffffc7ffffd3ffffdcfffff2fffffeffff0700001a00001f00001000000200000400001000001a00001300000000000000001300001c00001800001a00001500001000001800001000000e00002b00003900003000003200003e00003700003000003200002100000400000700002100002800002d00004d00006500005600003e00003400003c0000	1644315777178	81	1644315771082	61	93
1644315775572	000eccf7f986495208004800004500004100004800004d0000480000430000510000b40000b80100220300f80300f1020055ffff31fcff5cfdffd0ffff070000dcffff5600006c00004500005400004800003e00006500007800007d0000a10000c70000cf0000ec00002f01005a0100700100aa0100d50100c00100a70100920100530100060100b900005b0000150000fcffffe6ffffc2ffffaaffffacffffb6ffffaaffff99ffffa3ffffb8ffffb3ffff99ffffa7ffffd0ffffdcffffd5ffffd8ffffe8ffffe8ffffdaffffe1fffff2fffff2fffff0fffff4ffffedffffdcffffdfffff	1644315778153	80	1644315771094	61	93
1644315776157	0029775e1b8749520800f9fffffeffffe8ffffe8fffff2fffff0ffffedffffebfffff0ffffe8ffffdfffffe1ffffe6fffff7fffffefffff2fffff4ffff070000070000fcfffff9ffff0200000c00001300001a00003000005100005400003900002800001a00000e00001500001300000e00001800001500000200001000005600000101003f02004b0300dc0200240000a2fcff38fcff81feffa0ffff88ffffafffffceffffbdffffceffffdfffffccffffbdffffd3fffffcffff0e00001000002800004500006e0000b20000db0000e000000101003901003601001c0100060100be0000	1644315779177	79	1644315771107	61	93
1644315776692	004222c53c87495208005900001f0000fcffffc9ffffa0ffff88ffff72ffff58ffff55ffff6bffff75ffff66ffff62ffff75ffff75ffff69ffff7affff94ffffa7ffffbdffffbdffffafffffbdffffd0ffffc4ffffc9ffffedfffff0ffffd0ffffc4ffffc9ffffd0ffffdaffffd8ffffd0ffffd8ffffdaffffd0ffffccffffc4ffffb3ffffc2ffffe6ffffdfffffc7ffffd5ffffe4ffffdaffffe1fffffeffff1a00002800001c00000700000400000000000000001500000e00000400001f00002d0000260000510000280100ba0200ec0300540300f2ffff0afcff47fcff06ffffe6ffff	1644315780252	79	1644315771117	61	93
